,Alice Creek,Batavia 1,Batavia 2,Batavia 3,Bullshark camp,Chicane 1,Chicane 2,Chicane 3,Chicane 4,Chicane upper,Cloughs landing,Cloughs landing downstream,Cloughs upstream,Coolibah,Coolibah 2,Coolibah upstream,Coolibah waterpump,Cullen point,Cullen point N,Cullen point S,Dalhunty left,Dalhunty mouth,Dalhunty twin creeks,DUC1,DUC2,DUC2 2,Ducie 1,Ducie 2,Ducie 3,Ducie half way upper,Ducie Mouth AR,Ducie mouth downriver,Ducie mouth upstream,Ducie to PM AR,Gibsons waterhole,Hudson,Hudson junction,Hudson junction 2,Hudson left,Hudson mouth,Hudson to Tentpole,Hudson to Tentpole 2,Island downstream,Island downstream 2,Island haulout,Island haulout 2,Island midstream,Island midstream 2,Island midstream 3,Jabaru,Jabaru midstream,Jabaru midstream 2,Jabaru upstream 2,Jackson AR,Janie Creek AR,Jardines landing,Jut out downstream,Jut out downstream 2,Jut out midstream,Jut out midstream2,Jut out upstream,Kerr northwest AR,Kerr southeast AR,Ling creek,Ling creek 3,Ling creek downstream,Ling creek midstream,Ling creek upstream,Moreton campground,Namaleeda creek,Namaleeda downstream,Namaleeda upstream,Nimrod creek,No Name creek,Old shack,Old shack 2,Overhang,Pennefather AR,PM Cullen AR,PM Ducie Namaleeta AR,PM Mouth North AR,PM to Jaine AR,PM to Skarden,PM Wenlock AR,PM1,PM2,Processing plant,Processing plant 2,Riflebird bend,Riflebird bend downstream,Riflebird creek,Riflebird mid,Riflebird upstream,Rocky hole,Sandfly creek,Sandfly creek 1,Sandy bend,Sawfish,Sawfish new,Sawfish new 2,Skardon AR,Skardon metro,Skardon river,South Alice,Speartooth 1,Speartooth 2,Speartooth 3,Stones downstream,Stones far downstream,Stones upstream,Stones upstream 2,Tentpole creek,Tentpole mid,Tentpole mouth,Tentpole mouth 1,Tentpole mouth 2,Tentpole mouth 3,Tentpole upstream 1,Tentpole upstream 2,Top of islands,TPDSTWNMOR,TPMTNEW1,TPTWIN,TPTWIN2,TPUPP,Wenlock mouth A,Wenlock mouth B,Wenlock mouth B2,Wenlock Mouth B3,Wenlock tentpole mouth,WENMTH2M,WENMTM2M B,WNM,WNM2,WNM3,WNTH,Woodfords waterhole,WTTPDS
Skardon river,82.24204897,67.85138521,68.28986284,68.62417741,136.6915006,111.6954544,115.413831,113.709668,117.7079436,120.7878426,74.02539674,74.02539674,74.77686861,131.9446968,131.9446968,135.5187084,131.9446968,31.12863633,31.12863633,31.70142853,73.34255403,65.93422792,71.05676759,52.97615434,62.29158723,58.98448045,92.90306627,92.97880221,92.04032457,100.1214429,46.75067094,48.71635636,50.14772721,46.75067094,124.9706853,87.75626253,87.13494219,87.13494219,87.62489168,87.47636354,82.83077913,82.38519472,87.59352083,88.70479067,95.20601,94.27758287,90.47636354,91.20479067,90.47636354,144.2655121,144.9696752,144.0311975,144.9696752,12.43086579,42.44234483,104.2398195,101.0013419,99.00306627,101.4628642,101.4628642,103.8155554,24.24457429,22.98893937,111.409668,97.69301577,107.44987,109.5741341,112.1410388,215.1458295,34.89554108,36.30975465,36.90975465,144.3927199,72.22834047,117.7079436,114.8037805,103.9084487,69.07564928,31.23574311,37.55828278,31.74284989,29.31147904,27.71442277,37.81686143,45.05950212,43.24528855,127.6518036,127.6518036,124.9204328,123.1363707,123.1363707,124.0748484,124.3150504,136.9044948,107.8983982,107.8983982,138.2873375,142.7755626,141.7299782,142.8856131,0,6.749747468,0,82.90479067,88.20895372,91.37169542,81.53494219,134.1713996,133.7885569,134.5128209,134.4128209,82.72489168,89.19179644,82.96631304,82.48347032,81.85920626,82.62489168,92.03027407,92.71311678,99.38418459,81.63494219,82.38347032,85.36336931,84.8805266,98.67291476,52.7175757,52.01046891,52.01046891,57.96021638,83.26631304,52.6175757,53.58326112,60.54722215,60.93006486,61.21290758,85.0805266,137.8098772,77.39940828
South Alice,0,69.63128419,69.57270555,69.82417741,137.8086579,113.2268253,116.9452019,114.7439826,119.1564717,121.573629,75.05971132,75.05971132,76.63961031,133.7245958,133.7245958,136.5530229,133.7245958,52.84478349,52.84478349,52.92051942,25.35046174,15.93797257,22.07056275,28.35462479,18.87350647,22.76051224,11.27523087,11.43380951,10.74386002,19.07350647,37.33990617,32.50731599,31.43158005,37.33990617,126.9162697,88.79057711,88.66631304,88.66631304,88.90773439,89.42194796,84.19646456,84.41362184,88.62783541,89.65626253,96.48885271,96.14032457,92.91900423,93.39890322,92.91900423,145.5483548,145.0098772,145.6454111,145.0098772,93.58002154,67.69991334,22.86051224,101.869971,100.4515944,102.9113924,102.9113924,104.7670273,74.06093065,72.34671709,113.0238816,98.23027407,109.3126117,112.6795165,113.0925107,215.7659305,48.06782823,47.97077195,49.15067094,145.5927199,12.38528137,119.1564717,115.2581961,106.0197185,94.99595949,52.53767671,45.82518754,50.41635636,54.45189027,54.44478349,49.8293506,48.67787873,47.98082246,128.6032755,128.6032755,126.0375901,124.3363707,124.3363707,125.7719046,126.5091629,138.8500792,109.7611399,109.7611399,140.7299782,144.5554616,143.1785063,143.9199277,82.90479067,89.73738085,82.90479067,0,88.66336931,91.99179644,82.07220049,134.8400287,134.3743433,135.1814501,135.0814501,83.17930727,89.81189745,83.42072862,82.8550432,82.23077913,82.99646456,92.56753237,93.33321779,99.72144289,82.17220049,82.7550432,85.90062761,85.25209947,99.37585848,52.50924958,51.8021428,51.8021428,57.83473298,83.80357134,52.32640687,53.37493501,60.33889604,60.72173875,61.00458146,85.70062761,138.3956636,77.93666658
Speartooth 1,88.66336931,19.65634919,19.09066376,19.32203461,50.05655839,25.4747258,29.35878785,27.32325394,30.49310242,33.90437226,13.02375901,13.02375901,12.10660172,45.80681092,45.80681092,49.04945161,45.80681092,56.33473298,56.33473298,56.23473298,80.26093065,72.6040764,77.47808794,59.31463197,69.12712114,65.65432893,99.49007204,100.4770778,98.87585848,106.5427632,52.83056993,55.88326112,56.73473298,52.83056993,38.99848481,1.189949494,1.23137085,1.23137085,1.389949494,1.089949494,3.969848481,4.069848481,1.124264069,1.572792206,8.819595949,8.471067812,4.835533906,4.818376618,4.835533906,57.21635636,57.25777772,57.14772721,57.25777772,98.9670273,72.13544725,110.6611399,13.62081528,12.78233765,14.66223664,14.66223664,16.43502884,78.61950929,77.31950929,25.10609665,10.72670273,21.14629868,24.18183259,25.09188309,128.1795165,53.14772721,54.454834,55.38620485,57.67493501,79.80945879,30.49310242,27.8374675,17.02497834,98.7687517,56.39331163,50.73351365,56.13473298,59.14600282,60.82590181,49.81219331,42.32102448,43.38965363,40.35411973,40.35411973,37.37422074,36.9156421,36.9156421,37.27422074,38.50853532,50.51808076,21.76051224,21.76051224,52.39797975,56.05777772,55.67493501,56.08498551,88.20895372,94.46164492,88.20895372,88.66336931,0,3.811269837,6.839696962,45.29970414,44.91686143,45.6411255,45.5411255,6.756854249,16.06223664,5.749747468,6.915432893,7.681118318,6.856854249,19.06639969,19.7492424,10.92670273,9.578174593,7.015432893,12.31665222,11.7509668,25.79188309,34.99432175,35.53574311,35.53574311,29.75168107,4.942640687,35.09432175,33.9629509,27.33036072,27.85462479,27.57178208,3.128427125,48.93818177,10.80954544
Speartooth 2,91.99179644,22.9019336,22.33624817,22.56761902,52.53645738,28.32031022,31.75584412,29.88599564,32.8901587,36.46711396,16.18650071,16.18650071,15.35218613,48.36955262,48.36955262,51.44650788,48.36955262,59.49747468,59.49747468,59.4803174,83.50651506,75.84966081,80.88935778,62.47737367,72.45554826,68.73422792,102.7356565,103.8055049,102.2042856,109.8711904,56.07615434,59.12884553,60.06316011,56.07615434,41.92691193,2.621320344,2.497056275,2.497056275,2.421320344,3.887005769,7.298275606,7.232590181,3.769848481,4.252691193,11.58233765,11.23380951,7.563961031,7.463961031,7.563961031,60.14478349,59.82051942,59.71046891,59.82051942,102.2126117,75.29818895,113.989567,16.10071427,15.34507935,17.14213562,17.14213562,19.08061325,81.78225099,80.48225099,27.86883835,13.48944443,23.62619767,26.49604615,27.65462479,130.8251009,56.31046891,57.70041841,58.71463197,60.23767671,83.0550432,32.8901587,30.51736649,19.50487732,102.0971788,59.72173875,54.14478349,59.54600282,62.39158723,64.15432893,53.14062043,45.5666089,46.63523805,42.91686143,42.91686143,40.01980515,39.39554108,39.39554108,39.91980515,41.60264787,53.08082246,24.24041123,24.24041123,55.07787873,58.73767671,58.40336213,59.09625535,91.37169542,97.62438662,91.37169542,91.99179644,3.811269837,0,9.753910524,48.02813127,47.64528855,48.36955262,48.18670991,9.919595949,19.6391919,8.829646456,10.24386002,11.00954544,10.10243866,22.72619767,23.32619767,13.40660172,12.82375901,10.34386002,15.72792206,15.24507935,29.12031022,38.23990617,38.86417023,38.86417023,32.83158005,8.022539674,38.33990617,37.29137803,30.49310242,30.93452378,30.65168107,6.1254834,51.58376618,13.80660172
Speartooth 3,82.07220049,12.98233765,12.41665222,12.64802307,56.64772721,32.14873734,35.94995667,33.99726548,36.91858582,40.32985566,6.432590181,6.432590181,5.266904756,52.39797975,52.39797975,55.55777772,52.39797975,49.74356416,49.74356416,49.47787873,73.33839098,65.93006486,71.05260454,52.55777772,62.53595231,58.81463197,92.81606051,93.47169542,92.53321779,99.95159441,46.07371568,49.20924958,50.14356416,46.07371568,45.75533906,7.298275606,7.339696962,7.339696962,7.415432893,7.763961031,2.621320344,2.838477631,7.549747468,8.246803743,15.41076477,14.64802307,11.34386002,11.40954544,11.34386002,63.80752519,63.76610383,63.90458146,63.76610383,92.29301577,65.46143571,104.069971,20.29482682,19.12497834,21.33624817,21.33624817,23.10904038,72.11118318,70.56265504,31.69726548,17.31787156,27.7374675,30.85584412,31.68305192,135.0192134,46.39087297,47.69797975,48.87787873,64.10041841,73.38397539,36.91858582,34.34579362,23.8646753,92.17758287,49.96782823,44.05950212,49.46072145,52.72051942,54.06904756,43.3038672,35.89554108,36.79848481,46.94528855,46.94528855,44.13107499,43.3411255,43.3411255,44.1139177,44.93401872,57.10924958,28.43452378,28.43452378,59.07199128,62.48326112,62.18326112,62.75899705,81.53494219,87.95331881,81.53494219,82.07220049,6.839696962,9.753910524,0,52.38792924,52.08792924,52.81219331,52.6293506,1.165685425,10.71959595,1.348528137,1.489949494,2.255634919,1.265685425,13.80660172,14.57228714,17.68355698,4.069848481,1.589949494,6.891168825,6.408326112,20.78061325,28.32031022,29.11025971,29.11025971,23.16051224,1.648528137,28.58599564,27.5374675,20.82203461,21.18061325,20.98061325,3.4627417,55.94356416,4.052691193
Stones downstream,134.8400287,65.37026689,64.88742418,65.6158513,4.128427125,20.0391919,15.96518036,17.52792206,14.27523087,11.89238816,58.57199128,58.57199128,57.73767671,0.624264069,0.624264069,3.287005769,0.624264069,101.8829653,101.8829653,101.7829653,125.6091629,118.2351514,123.3233765,105.5256059,115.3380951,111.3682466,145.4525179,146.2738382,144.921147,152.6708945,98.17880221,102.0942351,102.6143361,98.17880221,10.12964646,45.85533906,45.7411255,45.7411255,46.02102448,44.78965363,49.68376618,49.2038672,44.17544007,44.3411255,36.94284989,36.79432175,40.54701295,40.50559159,40.54701295,11.9509668,11.90954544,11.30243866,11.90954544,144.9780013,117.6008368,156.7892711,32.61442277,33.07300141,30.93452378,30.93452378,28.41614716,124.5819551,122.7848989,20.7391919,35.29432175,24.28477631,21.82914139,19.75929291,82.91412691,98.61311678,100.3344371,101.0172798,12.49238816,125.8204328,14.27523087,17.59360749,28.68893937,144.6483548,102.190072,96.53027407,101.6001225,105.0256059,106.4569768,95.27758287,88.20062761,89.35209947,5.159797975,5.159797975,8.788225099,9.071067812,9.071067812,8.746803743,6.342640687,5.418376618,24.25046174,24.25046174,6.966904756,10.21248917,10.07817459,10.65391052,134.1713996,139.9755626,134.1713996,134.8400287,45.29970414,48.02813127,52.38792924,0,0.3,0.341421356,0.241421356,51.77371568,61.41046891,50.7666089,52.01513703,52.78082246,51.87371568,64.41463197,65.1803174,34.71442277,54.67787873,52.19797975,57.74772721,57.09919908,71.05727266,80.34255403,80.9668181,80.9668181,75.01707063,49.95950212,80.44255403,79.31118318,72.59575029,73.12001436,72.92001436,48.14528855,3.721320344,55.74356416
Stones far downstream,134.3743433,64.98742418,64.58742418,65.23300859,4.511269837,19.65634919,15.58233765,17.14507935,13.89238816,11.50954544,58.27199128,58.27199128,57.354834,1.007106781,1.007106781,3.669848481,1.007106781,101.5001225,101.5001225,101.4001225,125.2263202,117.9351514,122.8576911,105.0599205,114.8724097,111.0682466,144.9868325,145.8081528,144.5383043,152.2052091,97.79595949,101.7113924,102.1486507,97.79595949,9.746803743,45.55533906,45.35828278,45.35828278,45.72102448,44.32396821,49.38376618,48.9038672,43.79259736,43.95828278,36.56000718,36.41147904,40.24701295,40.12274888,40.24701295,12.2509668,12.20954544,11.68528137,12.20954544,144.5951586,117.2179941,156.3235857,32.23158005,32.77300141,30.55168107,30.55168107,27.95046174,124.1991124,122.4020561,20.35634919,34.99432175,23.9019336,21.44629868,19.3764502,83.29696962,98.23027407,99.95159441,100.6344371,12.87523087,125.3547473,13.89238816,17.21076477,28.30609665,144.2655121,101.8072293,96.14743136,101.2172798,104.6427632,106.0741341,94.89474016,87.8177849,88.96925676,4.776955262,4.776955262,8.405382387,8.688225099,8.688225099,8.363961031,5.959797975,5.801219331,23.86761902,23.86761902,7.349747468,10.59533188,10.46101731,10.95391052,133.7885569,139.5927199,133.7885569,134.3743433,44.91686143,47.64528855,52.08792924,0.3,0,0.807106781,0.707106781,51.72224382,61.19331163,50.71513703,52.04650788,52.7293506,51.90508653,64.19747468,64.96316011,34.49726548,54.54356416,52.14650788,57.3648845,56.88204179,70.92295808,80.70529573,81.16387438,81.16387438,75.29696962,49.99087297,80.80529573,79.75676759,72.95849199,73.48275606,73.28275606,48.09381669,4.079898987,55.6920923
Stones upstream,135.1814501,65.79453096,65.31168825,65.95727266,3.787005769,20.38061325,16.30660172,17.86934342,14.61665222,12.23380951,58.91341264,58.91341264,58.16194078,0.282842712,0.282842712,2.945584412,0.282842712,102.2243866,102.2243866,102.1243866,126.033427,118.6594155,123.6647978,105.8670273,115.6795165,111.7925107,145.7939392,146.6152596,145.3454111,153.0123159,98.60306627,102.5184992,102.9557575,98.60306627,10.47106781,46.19676042,46.16538957,46.16538957,46.44528855,45.13107499,50.02518754,49.62813127,44.59970414,44.76538957,37.28427125,37.21858582,40.97127702,40.84701295,40.97127702,11.60954544,11.48528137,10.96101731,11.48528137,145.3194226,117.9422582,157.1306925,33.03868684,33.41442277,31.27594514,31.27594514,28.84041123,124.9233765,123.1263202,21.08061325,35.63574311,24.70904038,22.17056275,20.10071427,82.57270555,98.95453814,100.6758585,101.3587012,12.1509668,126.1618541,14.61665222,18.01787156,29.03036072,144.9897762,102.5314934,96.87169542,101.9415439,105.3670273,106.7983982,95.61900423,88.62489168,89.69352083,5.501219331,5.501219331,9.129646456,9.412489168,9.412489168,9.171067812,6.684062043,5.076955262,24.59188309,24.59188309,6.542640687,9.871067812,9.653910524,10.31248917,134.5128209,140.316984,134.5128209,135.1814501,45.6411255,48.36955262,52.81219331,0.341421356,0.807106781,0,0.1,52.61219331,62.08326112,51.60508653,52.85361467,53.61930009,52.71219331,65.17026689,65.8531096,35.5529004,55.43351365,52.95361467,58.42051942,57.854834,71.89575029,81.09818895,81.80529573,81.80529573,75.93839098,50.71513703,81.19818895,80.23250353,73.59991334,74.0413347,73.75849199,48.81808076,3.8627417,56.58204179
Stones upstream 2,135.0814501,65.61168825,65.21168825,65.85727266,3.887005769,20.28061325,16.20660172,17.76934342,14.51665222,12.13380951,58.81341264,58.81341264,57.97909806,0.382842712,0.382842712,3.045584412,0.382842712,102.1243866,102.1243866,102.0243866,125.933427,118.4765727,123.5647978,105.7670273,115.5795165,111.609668,145.6939392,146.5152596,145.2454111,152.9123159,98.50306627,102.4184992,102.8557575,98.50306627,10.37106781,46.09676042,46.06538957,46.06538957,46.34528855,45.03107499,49.92518754,49.44528855,44.49970414,44.66538957,37.18427125,37.03574311,40.87127702,40.74701295,40.87127702,11.70954544,11.66812409,11.06101731,11.66812409,145.2194226,117.8422582,157.0306925,32.93868684,33.31442277,31.17594514,31.17594514,28.65756852,124.8233765,123.0263202,20.98061325,35.53574311,24.60904038,22.07056275,20.00071427,82.67270555,98.85453814,100.5758585,101.2587012,12.2509668,126.0618541,14.51665222,17.83502884,28.93036072,144.8897762,102.4314934,96.77169542,101.8415439,105.2670273,106.6983982,95.51900423,88.52489168,89.59352083,5.401219331,5.401219331,9.029646456,9.312489168,9.312489168,9.071067812,6.584062043,5.176955262,24.49188309,24.49188309,6.642640687,9.971067812,9.836753237,10.41248917,134.4128209,140.216984,134.4128209,135.0814501,45.5411255,48.18670991,52.6293506,0.241421356,0.707106781,0.1,0,51.35239533,60.57493501,50.34528855,51.59381669,52.35950212,51.45239533,63.57909806,64.34478349,34.54163056,54.17371568,51.69381669,56.99503602,56.34650788,70.22173875,80.0040764,80.71118318,80.71118318,74.84427843,49.7038672,80.18691911,79.22123369,72.42295808,73.03006486,72.74722215,47.80681092,3.821320344,55.32224382
Tentpole creek,83.17930727,14.33797257,13.60660172,13.83797257,56.64772721,32.06589463,35.86711396,34.08010819,37.16711396,40.24701295,7.705382387,7.705382387,6.456854249,52.31513703,52.31513703,55.72346315,52.31513703,50.93351365,50.93351365,50.5021428,74.61118318,67.20285707,72.15971132,53.83056993,63.80874452,60.00458146,93.92316729,94.57880221,93.72316729,101.2243866,47.26366517,50.39919908,51.33351365,47.26366517,45.67249635,7.381118318,7.256854249,7.256854249,7.249747468,7.681118318,2.621320344,2.921320344,7.632590181,8.163961031,15.24507935,14.97939392,11.42670273,11.49238816,11.42670273,63.8903679,63.93178926,63.90458146,63.93178926,93.40012255,66.56854249,105.3427632,20.2119841,19.20782105,21.17056275,21.17056275,23.02619767,73.13544725,71.83544725,31.78010819,17.40071427,27.90315293,30.85584412,32.01442277,134.9363707,47.49797975,48.88792924,50.06782823,64.18326112,74.57392488,37.16711396,34.34579362,23.69898987,93.45037508,51.07493501,45.33229432,50.56782823,53.66194078,55.34183976,44.49381669,36.91980515,38.07127702,47.02813127,47.02813127,44.04823228,43.42396821,43.42396821,44.1139177,45.09970414,57.1920923,28.35168107,28.35168107,59.154834,62.64894655,62.26610383,62.51046891,82.72489168,89.1432683,82.72489168,83.17930727,6.756854249,9.919595949,1.165685425,51.77371568,51.72224382,52.61219331,51.35239533,0,9.719595949,1.007106781,0.382842712,1.089949494,0.1,12.64091629,13.40660172,17.51787156,2.904163056,0.424264069,5.891168825,5.3254834,19.53208512,30.0901587,30.54873734,30.54873734,24.68183259,1.814213562,30.1901587,29.22447327,22.26051224,22.7019336,22.5019336,3.711269837,55.77787873,5.3254834
Tentpole mid,89.81189745,20.6391919,20.07350647,20.1391919,66.11879503,41.2884343,45.17249635,43.71686143,46.47249635,49.88376618,14.33797257,14.33797257,13.08944443,61.62051942,61.62051942,65.19453096,61.62051942,57.56610383,57.56610383,56.88620485,80.91240251,74.00113268,78.7923015,60.21463197,70.27564928,66.3058008,100.390072,101.045707,100.190072,107.6084487,53.89625535,56.86610383,57.7175757,53.89625535,54.97787873,17.01787156,16.72792206,16.72792206,16.88650071,17.15218613,12.09238816,12.47523087,17.18650071,17.63502884,24.9646753,24.61614716,20.81492783,20.71492783,20.81492783,73.44427843,73.48569978,73.5413347,73.48569978,99.78418459,73.28397539,111.7268253,29.51736649,28.59604615,30.55878785,30.55878785,32.74579362,79.60235201,78.30235201,41.33401872,26.78893937,37.53990617,40.0783838,41.48549058,144.7388094,54.04772721,55.52051942,56.36904756,73.65432893,80.95798693,46.47249635,43.89970414,33.2529004,100.0001225,57.54183976,51.71635636,57.20041841,60.04600282,62.05727266,51.04356416,43.46955262,44.45533906,56.33351365,56.33351365,53.51930009,52.7293506,52.7293506,53.66782823,54.65361467,66.49747468,37.9884343,37.9884343,68.5430591,72.36854249,71.57148622,71.8158513,89.19179644,95.52733034,89.19179644,89.81189745,16.06223664,19.6391919,10.71959595,61.41046891,61.19331163,62.08326112,60.57493501,9.719595949,0,10.72670273,9.312489168,8.463961031,9.453910524,2.921320344,3.604163056,27.07178208,8.346803743,9.129646456,4.252691193,4.39411255,9.481118318,36.14284989,36.76711396,36.76711396,30.98305192,11.53380951,36.24284989,35.44284989,28.56173157,29.16883835,28.72031022,13.26518036,65.5803174,11.70954544
Tentpole mouth,83.42072862,14.49655121,13.84802307,14.16223664,55.47493501,31.05878785,34.94284989,33.07300141,36.16000718,39.15706345,7.863961031,7.863961031,6.781118318,51.30803025,51.30803025,54.63351365,51.30803025,51.25777772,51.25777772,50.90924958,74.85260454,67.44427843,72.31828996,53.90630586,64.05016588,60.16316011,94.16458864,95.0687517,93.79890322,101.3001225,47.3394011,50.64062043,51.65777772,47.3394011,44.66538957,6.374011537,6.249747468,6.249747468,6.242640687,6.756854249,1.614213562,1.83137085,6.6254834,7.156854249,14.23797257,13.88944443,10.41959595,10.40243866,10.41959595,62.96610383,62.84183976,62.89747468,62.84183976,93.72438662,66.80996385,105.4184992,19.20487732,18.20071427,20.24629868,20.24629868,22.01909089,73.37686861,72.07686861,30.77300141,16.31076477,26.81320344,29.84873734,30.92447327,133.7635785,47.82224382,49.21219331,50.30924958,63.01046891,74.73250353,36.16000718,33.50437226,22.69188309,93.52611101,51.31635636,45.49087297,50.8920923,54.06904756,55.4175757,44.73523805,37.16122651,38.14701295,45.93818177,45.93818177,43.0411255,42.33401872,42.33401872,43.10681092,44.09259736,56.1021428,27.26173157,27.26173157,58.14772721,61.47615434,61.25899705,61.58620485,82.96631304,89.30184694,82.96631304,83.42072862,5.749747468,8.829646456,1.348528137,50.7666089,50.71513703,51.60508653,50.34528855,1.007106781,10.72670273,0,1.248528137,2.097056275,1.189949494,13.8137085,14.57939392,16.42792206,3.99411255,1.43137085,6.815432893,6.249747468,20.70487732,29.58599564,30.29310242,30.29310242,24.42619767,0.807106781,29.68599564,28.72031022,21.92203461,22.36345597,22.08061325,2.455634919,54.77077195,5.401219331
Tentpole mouth 1,82.8550432,14.09655121,13.36518036,13.5137085,56.88914857,32.22447327,36.10853532,34.40437226,37.3256926,40.57127702,7.463961031,7.463961031,6.215432893,52.47371568,52.47371568,55.9648845,52.47371568,50.6920923,50.6920923,50.26072145,74.28691911,66.878593,71.91828996,53.58914857,63.48448045,59.76316011,93.68174593,94.33738085,93.31606051,100.9001225,47.02224382,50.24062043,51.0920923,47.02224382,45.9139177,7.622539674,7.415432893,7.415432893,7.574011537,8.005382387,2.779898987,3.1627417,7.874011537,8.405382387,15.56934342,15.22081528,11.66812409,11.6509668,11.66812409,64.21463197,64.17321061,64.14600282,64.17321061,93.15870119,66.32712114,105.0184992,20.53624817,19.4492424,21.4119841,21.4119841,23.35046174,72.89402589,71.51118318,32.02152955,17.64213562,28.14457429,31.09726548,32.25584412,135.1777921,47.25655839,48.48082246,49.74356416,64.42468248,74.1668181,37.3256926,34.67005769,23.94041123,93.12611101,50.75067094,45.00803025,50.32640687,53.33767671,55.0175757,44.25239533,36.59554108,37.74701295,47.26955262,47.26955262,44.28965363,43.66538957,43.66538957,44.35533906,45.42396821,57.51635636,28.67594514,28.67594514,59.39625535,62.8903679,62.50752519,62.75189027,82.48347032,88.90184694,82.48347032,82.8550432,6.915432893,10.24386002,1.489949494,52.01513703,52.04650788,52.85361467,51.59381669,0.382842712,9.312489168,1.248528137,0,0.765685425,0.341421356,12.23380951,12.99949494,17.75929291,2.579898987,0.1,5.484062043,4.918376618,18.8764502,29.68305192,30.22447327,30.22447327,24.35756852,2.138477631,29.78305192,28.81736649,22.01909089,22.62619767,22.34335495,4.035533906,55.93645738,5.001219331
Tentpole mouth 2,82.23077913,13.38944443,12.65807358,12.88944443,57.57199128,32.9901587,36.79137803,35.17005769,38.00853532,41.33696244,6.839696962,6.839696962,5.508326112,53.2394011,53.2394011,56.73056993,53.2394011,50.06782823,50.06782823,49.55361467,73.66265504,66.33717165,71.29402589,52.88204179,62.86021638,59.05605333,92.97463915,93.63027407,92.77463915,100.2758585,46.39797975,49.53351365,50.38498551,46.39797975,46.67960313,8.388225099,8.181118318,8.181118318,8.256854249,8.688225099,3.545584412,3.845584412,8.722539674,9.171067812,16.25218613,15.90365799,12.43380951,12.41665222,12.43380951,65.06316011,64.93889604,64.91168825,64.93889604,92.45159441,65.70285707,104.3942351,21.21909089,20.21492783,22.17766953,22.17766953,24.03330445,72.26976183,70.96976183,32.70437226,18.32497834,28.99310242,31.78010819,32.93868684,135.8606348,46.63229432,47.9394011,49.11930009,65.27321061,73.54255403,38.00853532,35.43574311,24.70609665,92.50184694,50.12640687,44.38376618,49.7021428,52.79625535,54.39331163,43.62813127,35.97127702,37.12274888,48.03523805,48.03523805,45.05533906,44.43107499,44.43107499,45.12102448,46.10681092,58.28204179,29.44163056,29.44163056,60.16194078,63.65605333,63.1903679,63.5175757,81.85920626,88.19474016,81.85920626,82.23077913,7.681118318,11.00954544,2.255634919,52.78082246,52.7293506,53.61930009,52.35950212,1.089949494,8.463961031,2.097056275,0.765685425,0,0.907106781,11.5509668,12.23380951,18.60782105,1.897056275,0.665685425,4.884062043,4.318376618,18.19360749,28.64457429,29.26883835,29.26883835,23.31909089,2.821320344,28.827417,27.69604615,20.98061325,21.58772004,21.30487732,4.387005769,57.3648845,4.376955262
Tentpole mouth 3,82.99646456,14.23797257,13.42375901,13.65512986,56.74772721,32.16589463,36.04995667,34.18010819,37.26711396,40.42985566,7.605382387,7.605382387,6.274011537,52.41513703,52.41513703,55.82346315,52.41513703,50.83351365,50.83351365,50.31930009,74.42834047,67.10285707,72.05971132,53.73056993,63.70874452,59.82173875,93.74032457,94.39595949,93.62316729,101.0415439,47.16366517,50.29919908,51.23351365,47.16366517,45.77249635,7.481118318,7.356854249,7.356854249,7.432590181,7.863961031,2.721320344,3.021320344,7.815432893,8.263961031,15.42792206,15.07939392,11.52670273,11.59238816,11.52670273,64.07321061,64.03178926,64.00458146,64.03178926,93.30012255,66.46854249,105.1599205,20.3119841,19.39066376,21.27056275,21.27056275,23.12619767,73.03544725,71.65260454,31.88010819,17.50071427,28.08599564,30.95584412,32.11442277,135.0363707,47.39797975,48.78792924,49.88498551,64.28326112,74.39108217,37.26711396,34.52863633,23.88183259,93.35037508,50.8920923,45.14945161,50.46782823,53.56194078,55.15899705,44.39381669,36.81980515,37.8884343,47.12813127,47.12813127,44.14823228,43.52396821,43.52396821,44.2139177,45.28254685,57.37493501,28.53452378,28.53452378,59.254834,62.74894655,62.36610383,62.69331163,82.62489168,89.0432683,82.62489168,82.99646456,6.856854249,10.10243866,1.265685425,51.87371568,51.90508653,52.71219331,51.45239533,0.1,9.453910524,1.189949494,0.341421356,0.907106781,0,12.37523087,13.14091629,17.36934342,2.638477631,0.382842712,5.459797975,4.976955262,19.01787156,29.57594514,30.28305192,30.28305192,24.25046174,1.914213562,29.67594514,28.71025971,21.99482682,22.51909089,22.15340546,3.645584412,55.46366517,5.142640687
